REGION,TECHNOLOGY,YEAR,VALUE,absolute_production
REGION1,ELRENEW,2056,1.0,2935.25
REGION1,ELRENEW,2057,1.0,2931.13
REGION1,ELRENEW,2058,1.0,2945.46
REGION1,ELRENEW,2059,1.0,2963.0
REGION1,ELRENEW,2060,1.0,2981.16
REGION1,FIELRENEW,2015,0.7649,177.17
REGION1,FIELRENEW,2016,0.7925,177.11
REGION1,FIELRENEW,2017,0.8005,176.99
REGION1,FIELRENEW,2018,0.8808,218.38
REGION1,FIELRENEW,2019,0.8832,217.15
REGION1,FIELRENEW,2020,0.8744,216.97
REGION1,FIELRENEW,2021,0.8347,217.19
REGION1,FIELRENEW,2022,0.8414,228.05
REGION1,FIELRENEW,2023,0.8625,253.94
REGION1,FIELRENEW,2024,0.9351,300.45
REGION1,FIELRENEW,2025,0.9526,316.14
REGION1,FIELRENEW,2026,0.9709,331.43
REGION1,FIELRENEW,2027,0.9728,341.11
REGION1,FIELRENEW,2028,0.9814,364.04
REGION1,FIELRENEW,2029,0.9811,357.97
REGION1,FIELRENEW,2030,1.0,385.94
REGION1,FIELRENEW,2031,1.0,382.96
REGION1,FIELRENEW,2032,1.0,387.06
REGION1,FIELRENEW,2033,1.0,408.09
REGION1,FIELRENEW,2034,1.0,433.93
REGION1,FIELRENEW,2035,1.0,468.9
REGION1,FIELRENEW,2036,1.0,471.26
REGION1,FIELRENEW,2037,1.0,474.9
REGION1,FIELRENEW,2038,1.0,481.19
REGION1,FIELRENEW,2039,1.0,485.19
REGION1,FIELRENEW,2040,1.0,488.68
REGION1,FIELRENEW,2041,1.0,494.31
REGION1,FIELRENEW,2042,1.0,500.91
REGION1,FIELRENEW,2043,1.0,508.36
REGION1,FIELRENEW,2044,1.0,516.79
REGION1,FIELRENEW,2045,1.0,529.42
REGION1,FIELRENEW,2046,1.0,540.34
REGION1,FIELRENEW,2047,1.0,552.12
REGION1,FIELRENEW,2048,1.0,555.63
REGION1,FIELRENEW,2049,1.0,557.78
REGION1,FIELRENEW,2050,1.0,559.97
REGION1,FIELRENEW,2051,1.0,562.06
REGION1,FIELRENEW,2052,1.0,564.03
REGION1,FIELRENEW,2053,1.0,565.53
REGION1,FIELRENEW,2054,1.0,567.7
REGION1,FIELRENEW,2055,1.0,566.94
REGION1,FIELRENEW,2056,1.0,566.63
REGION1,FIELRENEW,2057,1.0,568.01
REGION1,FIELRENEW,2058,1.0,569.17
REGION1,FIELRENEW,2059,1.0,570.5
REGION1,FIELRENEW,2060,1.0,571.82
REGION1,NOELRENEW,2015,0.9999,474.38
REGION1,NOELRENEW,2016,0.9999,473.27
REGION1,NOELRENEW,2017,0.9998,469.2
REGION1,NOELRENEW,2018,0.9999,476.14
REGION1,NOELRENEW,2019,1.0,487.3
REGION1,NOELRENEW,2020,1.0,501.27
REGION1,NOELRENEW,2021,1.0,519.15
REGION1,NOELRENEW,2022,0.9786,536.92
REGION1,NOELRENEW,2023,0.9796,554.68
REGION1,NOELRENEW,2024,0.9805,579.01
REGION1,NOELRENEW,2025,0.9813,603.26
REGION1,NOELRENEW,2026,0.9819,627.02
REGION1,NOELRENEW,2027,0.9828,658.13
REGION1,NOELRENEW,2028,0.9835,685.54
REGION1,NOELRENEW,2029,1.0,712.09
REGION1,NOELRENEW,2030,1.0,745.9
REGION1,NOELRENEW,2031,1.0,781.26
REGION1,NOELRENEW,2032,1.0,816.93
REGION1,NOELRENEW,2033,1.0,856.84
REGION1,NOELRENEW,2034,1.0,890.05
REGION1,NOELRENEW,2035,1.0,923.85
REGION1,NOELRENEW,2036,1.0,956.45
REGION1,NOELRENEW,2037,1.0,987.88
REGION1,NOELRENEW,2038,1.0,1001.96
REGION1,NOELRENEW,2039,1.0,1022.78
REGION1,NOELRENEW,2040,1.0,1043.68
REGION1,NOELRENEW,2041,1.0,1067.32
REGION1,NOELRENEW,2042,1.0,1077.54
REGION1,NOELRENEW,2043,1.0,1087.84
REGION1,NOELRENEW,2044,1.0,1098.04
REGION1,NOELRENEW,2045,1.0,1108.27
REGION1,NOELRENEW,2046,1.0,1118.64
REGION1,NOELRENEW,2047,1.0,1129.08
REGION1,NOELRENEW,2048,1.0,1142.01
REGION1,NOELRENEW,2049,1.0,1155.23
REGION1,NOELRENEW,2050,1.0,1165.97
REGION1,NOELRENEW,2051,1.0,1153.46
REGION1,NOELRENEW,2052,1.0,1162.27
REGION1,NOELRENEW,2053,1.0,1161.23
REGION1,NOELRENEW,2054,1.0,1158.1
REGION1,NOELRENEW,2055,1.0,1155.43
REGION1,NOELRENEW,2056,1.0,1142.41
REGION1,NOELRENEW,2057,1.0,1126.48
REGION1,NOELRENEW,2058,1.0,1138.96
REGION1,NOELRENEW,2059,1.0,1144.34
REGION1,NOELRENEW,2060,1.0,1146.4
REGION1,SEELRENEW,2015,0.9939,558.79
REGION1,SEELRENEW,2016,0.9947,577.14
REGION1,SEELRENEW,2017,0.9953,580.51
REGION1,SEELRENEW,2018,0.9961,601.29
REGION1,SEELRENEW,2019,0.9965,577.0
REGION1,SEELRENEW,2020,0.9971,553.41
REGION1,SEELRENEW,2021,1.0,554.38
REGION1,SEELRENEW,2022,1.0,601.54
REGION1,SEELRENEW,2023,1.0,619.79
REGION1,SEELRENEW,2024,1.0,600.75
REGION1,SEELRENEW,2025,1.0,599.93
REGION1,SEELRENEW,2026,1.0,598.9
REGION1,SEELRENEW,2027,1.0,603.48
REGION1,SEELRENEW,2028,1.0,612.08
REGION1,SEELRENEW,2029,1.0,625.76
REGION1,SEELRENEW,2030,1.0,602.97
REGION1,SEELRENEW,2031,1.0,614.31
REGION1,SEELRENEW,2032,1.0,631.36
REGION1,SEELRENEW,2033,1.0,648.38
REGION1,SEELRENEW,2034,1.0,664.28
REGION1,SEELRENEW,2035,1.0,643.13
REGION1,SEELRENEW,2036,1.0,657.18
REGION1,SEELRENEW,2037,1.0,671.64
REGION1,SEELRENEW,2038,1.0,684.4
REGION1,SEELRENEW,2039,1.0,697.79
REGION1,SEELRENEW,2040,1.0,694.69
REGION1,SEELRENEW,2041,1.0,667.91
REGION1,SEELRENEW,2042,1.0,698.13
REGION1,SEELRENEW,2043,1.0,705.22
REGION1,SEELRENEW,2044,1.0,738.0
REGION1,SEELRENEW,2045,1.0,741.58
REGION1,SEELRENEW,2046,1.0,777.97
REGION1,SEELRENEW,2047,1.0,808.01
REGION1,SEELRENEW,2048,1.0,838.06
REGION1,SEELRENEW,2049,1.0,872.59
REGION1,SEELRENEW,2050,1.0,906.67
REGION1,SEELRENEW,2051,1.0,929.02
REGION1,SEELRENEW,2052,1.0,935.71
REGION1,SEELRENEW,2053,1.0,942.89
REGION1,SEELRENEW,2054,1.0,963.3
REGION1,SEELRENEW,2055,1.0,968.11
REGION1,SEELRENEW,2056,1.0,962.89
REGION1,SEELRENEW,2057,1.0,965.35
REGION1,SEELRENEW,2058,1.0,959.16
REGION1,SEELRENEW,2059,1.0,970.05
REGION1,SEELRENEW,2060,1.0,974.86
REGION1,BG,2015,0.0,0.0
REGION1,BG,2016,0.0,0.0
REGION1,BG,2017,0.0,0.0
REGION1,BG,2018,0.0,0.0
REGION1,BG,2019,0.0,0.0
REGION1,BG,2020,0.0,0.0
REGION1,BG,2021,0.0,0.0
REGION1,BG,2022,0.0,0.0
REGION1,BG,2023,0.0,0.0
REGION1,BG,2024,0.0,0.0
REGION1,BG,2025,0.0,0.0
REGION1,BG,2026,0.0,0.0
REGION1,BG,2027,0.0,0.0
REGION1,BG,2028,0.0,0.0
REGION1,BG,2029,0.0,0.0
REGION1,BG,2030,0.0,0.0
REGION1,BG,2031,0.0,0.0
REGION1,BG,2032,0.0,0.0
REGION1,BG,2033,0.0,0.0
REGION1,BG,2034,0.0,0.0
REGION1,BG,2035,0.0,0.0
REGION1,BG,2036,0.0,0.0
REGION1,BG,2037,0.0,0.0
REGION1,BG,2038,0.0,0.0
REGION1,BG,2039,0.0,0.0
REGION1,BG,2040,0.0,0.0
REGION1,BG,2041,0.0,0.0
REGION1,BG,2042,0.0,0.0
REGION1,BG,2043,0.0,0.0
REGION1,BG,2044,0.0,0.0
REGION1,BG,2045,0.0,0.0
REGION1,BG,2046,0.0,0.0
REGION1,BG,2047,0.0,0.0
REGION1,BG,2048,0.0,0.0
REGION1,BG,2049,0.0,0.0
REGION1,BG,2050,0.0,0.0
REGION1,BG,2051,0.0,0.0
REGION1,BG,2052,0.0,0.0
REGION1,BG,2053,0.0,0.0
REGION1,BG,2054,0.0,0.0
REGION1,BG,2055,0.0,0.0
REGION1,BG,2056,0.0,0.0
REGION1,BG,2057,0.0,0.0
REGION1,BG,2058,0.0,0.0
REGION1,BG,2059,0.0,0.0
REGION1,BG,2060,0.0,0.0
REGION1,DKBG,2015,0.0,0.0
REGION1,DKBG,2016,0.0,0.0
REGION1,DKBG,2017,0.0,0.0
REGION1,DKBG,2018,0.0,0.0
REGION1,DKBG,2019,0.0,0.0
REGION1,DKBG,2020,0.0,0.0
REGION1,DKBG,2021,0.0,0.0
REGION1,DKBG,2022,0.0,0.0
REGION1,DKBG,2023,0.0,0.0
REGION1,DKBG,2024,0.0,0.0
REGION1,DKBG,2025,0.0,0.0
REGION1,DKBG,2026,0.0,0.0
REGION1,DKBG,2027,0.0,0.0
REGION1,DKBG,2028,0.0,0.0
REGION1,DKBG,2029,0.0,0.0
REGION1,DKBG,2030,0.0,0.0
REGION1,DKBG,2031,0.0,0.0
REGION1,DKBG,2032,0.0,0.0
REGION1,DKBG,2033,0.0,0.0
REGION1,DKBG,2034,0.0,0.0
REGION1,DKBG,2035,0.0,0.0
REGION1,DKBG,2036,0.0,0.0
REGION1,DKBG,2037,0.0,0.0
REGION1,DKBG,2038,0.0,0.0
REGION1,DKBG,2039,0.0,0.0
REGION1,DKBG,2040,0.0,0.0
REGION1,DKBG,2041,0.0,0.0
REGION1,DKBG,2042,0.0,0.0
REGION1,DKBG,2043,0.0,0.0
REGION1,DKBG,2044,0.0,0.0
REGION1,DKBG,2045,0.0,0.0
REGION1,DKBG,2046,0.0,0.0
REGION1,DKBG,2047,0.0,0.0
REGION1,DKBG,2048,0.0,0.0
REGION1,DKBG,2049,0.0,0.0
REGION1,DKBG,2050,0.0,0.0
REGION1,DKBG,2051,0.0,0.0
REGION1,DKBG,2052,0.0,0.0
REGION1,DKBG,2053,0.0,0.0
REGION1,DKBG,2054,0.0,0.0
REGION1,DKBG,2055,0.0,0.0
REGION1,DKBG,2056,0.0,0.0
REGION1,DKBG,2057,0.0,0.0
REGION1,DKBG,2058,0.0,0.0
REGION1,DKBG,2059,0.0,0.0
REGION1,DKBG,2060,0.0,0.0
REGION1,FIBG,2015,0.0,0.0
REGION1,FIBG,2016,0.0,0.0
REGION1,FIBG,2017,0.0,0.0
REGION1,FIBG,2018,0.0,0.0
REGION1,FIBG,2019,0.0,0.0
REGION1,FIBG,2020,0.0,0.0
REGION1,FIBG,2021,0.0,0.0
REGION1,FIBG,2022,0.0,0.0
REGION1,FIBG,2023,0.0,0.0
REGION1,FIBG,2024,0.0,0.0
REGION1,FIBG,2025,0.0,0.0
REGION1,FIBG,2026,0.0,0.0
REGION1,FIBG,2027,0.0,0.0
REGION1,FIBG,2028,0.0,0.0
REGION1,FIBG,2029,0.0,0.0
REGION1,FIBG,2030,0.0,0.0
REGION1,FIBG,2031,0.0,0.0
REGION1,FIBG,2032,0.0,0.0
REGION1,FIBG,2033,0.0,0.0
REGION1,FIBG,2034,0.0,0.0
REGION1,FIBG,2035,0.0,0.0
REGION1,FIBG,2036,0.0,0.0
REGION1,FIBG,2037,0.0,0.0
REGION1,FIBG,2038,0.0,0.0
REGION1,FIBG,2039,0.0,0.0
REGION1,FIBG,2040,0.0,0.0
REGION1,FIBG,2041,0.0,0.0
REGION1,FIBG,2042,0.0,0.0
REGION1,FIBG,2043,0.0,0.0
REGION1,FIBG,2044,0.0,0.0
REGION1,FIBG,2045,0.0,0.0
REGION1,FIBG,2046,0.0,0.0
REGION1,FIBG,2047,0.0,0.0
REGION1,FIBG,2048,0.0,0.0
REGION1,FIBG,2049,0.0,0.0
REGION1,FIBG,2050,0.0,0.0
REGION1,FIBG,2051,0.0,0.0
REGION1,FIBG,2052,0.0,0.0
REGION1,FIBG,2053,0.0,0.0
REGION1,FIBG,2054,0.0,0.0
REGION1,FIBG,2055,0.0,0.0
REGION1,FIBG,2056,0.0,0.0
REGION1,FIBG,2057,0.0,0.0
REGION1,FIBG,2058,0.0,0.0
REGION1,FIBG,2059,0.0,0.0
REGION1,FIBG,2060,0.0,0.0
REGION1,NOBG,2015,0.0,0.0
REGION1,NOBG,2016,0.0,0.0
REGION1,NOBG,2017,0.0,0.0
REGION1,NOBG,2018,0.0,0.0
REGION1,NOBG,2019,0.0,0.0
REGION1,NOBG,2020,0.0,0.0
REGION1,NOBG,2021,0.0,0.0
REGION1,NOBG,2022,0.0,0.0
REGION1,NOBG,2023,0.0,0.0
REGION1,NOBG,2024,0.0,0.0
REGION1,NOBG,2025,0.0,0.0
REGION1,NOBG,2026,0.0,0.0
REGION1,NOBG,2027,0.0,0.0
REGION1,NOBG,2028,0.0,0.0
REGION1,NOBG,2029,0.0,0.0
REGION1,NOBG,2030,0.0,0.0
REGION1,NOBG,2031,0.0,0.0
REGION1,NOBG,2032,0.0,0.0
REGION1,NOBG,2033,0.0,0.0
REGION1,NOBG,2034,0.0,0.0
REGION1,NOBG,2035,0.0,0.0
REGION1,NOBG,2036,0.0,0.0
REGION1,NOBG,2037,0.0,0.0
REGION1,NOBG,2038,0.0,0.0
REGION1,NOBG,2039,0.0,0.0
REGION1,NOBG,2040,0.0,0.0
REGION1,NOBG,2041,0.0,0.0
REGION1,NOBG,2042,0.0,0.0
REGION1,NOBG,2043,0.0,0.0
REGION1,NOBG,2044,0.0,0.0
REGION1,NOBG,2045,0.0,0.0
REGION1,NOBG,2046,0.0,0.0
REGION1,NOBG,2047,0.0,0.0
REGION1,NOBG,2048,0.0,0.0
REGION1,NOBG,2049,0.0,0.0
REGION1,NOBG,2050,0.0,0.0
REGION1,NOBG,2051,0.0,0.0
REGION1,NOBG,2052,0.0,0.0
REGION1,NOBG,2053,0.0,0.0
REGION1,NOBG,2054,0.0,0.0
REGION1,NOBG,2055,0.0,0.0
REGION1,NOBG,2056,0.0,0.0
REGION1,NOBG,2057,0.0,0.0
REGION1,NOBG,2058,0.0,0.0
REGION1,NOBG,2059,0.0,0.0
REGION1,NOBG,2060,0.0,0.0
REGION1,SEBG,2015,0.0,0.0
REGION1,SEBG,2016,0.0,0.0
REGION1,SEBG,2017,0.0,0.0
REGION1,SEBG,2018,0.0,0.0
REGION1,SEBG,2019,0.0,0.0
REGION1,SEBG,2020,0.0,0.0
REGION1,SEBG,2021,0.0,0.0
REGION1,SEBG,2022,0.0,0.0
REGION1,SEBG,2023,0.0,0.0
REGION1,SEBG,2024,0.0,0.0
REGION1,SEBG,2025,0.0,0.0
REGION1,SEBG,2026,0.0,0.0
REGION1,SEBG,2027,0.0,0.0
REGION1,SEBG,2028,0.0,0.0
REGION1,SEBG,2029,0.0,0.0
REGION1,SEBG,2030,0.0,0.0
REGION1,SEBG,2031,0.0,0.0
REGION1,SEBG,2032,0.0,0.0
REGION1,SEBG,2033,0.0,0.0
REGION1,SEBG,2034,0.0,0.0
REGION1,SEBG,2035,0.0,0.0
REGION1,SEBG,2036,0.0,0.0
REGION1,SEBG,2037,0.0,0.0
REGION1,SEBG,2038,0.0,0.0
REGION1,SEBG,2039,0.0,0.0
REGION1,SEBG,2040,0.0,0.0
REGION1,SEBG,2041,0.0,0.0
REGION1,SEBG,2042,0.0,0.0
REGION1,SEBG,2043,0.0,0.0
REGION1,SEBG,2044,0.0,0.0
REGION1,SEBG,2045,0.0,0.0
REGION1,SEBG,2046,0.0,0.0
REGION1,SEBG,2047,0.0,0.0
REGION1,SEBG,2048,0.0,0.0
REGION1,SEBG,2049,0.0,0.0
REGION1,SEBG,2050,0.0,0.0
REGION1,SEBG,2051,0.0,0.0
REGION1,SEBG,2052,0.0,0.0
REGION1,SEBG,2053,0.0,0.0
REGION1,SEBG,2054,0.0,0.0
REGION1,SEBG,2055,0.0,0.0
REGION1,SEBG,2056,0.0,0.0
REGION1,SEBG,2057,0.0,0.0
REGION1,SEBG,2058,0.0,0.0
REGION1,SEBG,2059,0.0,0.0
REGION1,SEBG,2060,0.0,0.0
REGION1,BC,2015,0.0,0.0
REGION1,BC,2016,0.0,0.0
REGION1,BC,2017,0.0,0.0
REGION1,BC,2018,0.0,0.0
REGION1,BC,2019,0.0,0.0
REGION1,BC,2020,0.0,0.0
REGION1,BC,2021,0.0,0.0
REGION1,BC,2022,0.0,0.0
REGION1,BC,2023,0.0,0.0
REGION1,BC,2024,0.0,0.0
REGION1,BC,2025,0.0,0.0
REGION1,BC,2026,0.0,0.0
REGION1,BC,2027,0.0,0.0
REGION1,BC,2028,0.0,0.0
REGION1,BC,2029,0.0266,2.79
REGION1,BC,2030,0.0551,6.05
REGION1,BC,2031,0.0755,8.84
REGION1,BC,2032,0.0974,12.13
REGION1,BC,2033,0.1363,17.98
REGION1,BC,2034,0.1711,23.83
REGION1,BC,2035,0.6484,95.08
REGION1,BC,2036,0.6607,101.76
REGION1,BC,2037,0.7339,118.42
REGION1,BC,2038,0.7418,125.2
REGION1,BC,2039,0.7474,131.61
REGION1,BC,2040,0.7526,138.11
REGION1,BC,2041,0.7574,144.54
REGION1,BC,2042,0.7619,150.98
REGION1,BC,2043,0.7374,151.58
REGION1,BC,2044,0.7119,151.58
REGION1,BC,2045,0.6881,151.58
REGION1,BC,2046,0.6659,151.58
REGION1,BC,2047,0.645,151.58
REGION1,BC,2048,0.6254,151.58
REGION1,BC,2049,0.6069,151.58
REGION1,BC,2050,0.5895,151.58
REGION1,BC,2051,0.5912,151.58
REGION1,BC,2052,0.5576,151.58
REGION1,BC,2053,0.5429,151.58
REGION1,BC,2054,0.5289,151.58
REGION1,BC,2055,0.5156,151.58
REGION1,BC,2056,0.503,151.58
REGION1,BC,2057,0.491,151.58
REGION1,BC,2058,0.4796,151.58
REGION1,BC,2059,0.46,148.79
REGION1,BC,2060,0.4399,145.54
REGION1,DKBC,2015,0.0,0.0
REGION1,DKBC,2016,0.0,0.0
REGION1,DKBC,2017,0.0,0.0
REGION1,DKBC,2018,0.0,0.0
REGION1,DKBC,2019,0.0,0.0
REGION1,DKBC,2020,0.0,0.0
REGION1,DKBC,2021,0.0,0.0
REGION1,DKBC,2022,0.0,0.0
REGION1,DKBC,2023,0.0,0.0
REGION1,DKBC,2024,0.0,0.0
REGION1,DKBC,2025,0.0,0.0
REGION1,DKBC,2026,0.0,0.0
REGION1,DKBC,2027,0.0,0.0
REGION1,DKBC,2028,0.0,0.0
REGION1,DKBC,2029,0.0,0.0
REGION1,DKBC,2030,0.0,0.0
REGION1,DKBC,2031,0.0,0.0
REGION1,DKBC,2032,0.0246,0.26
REGION1,DKBC,2033,0.2274,3.09
REGION1,DKBC,2034,0.3606,5.92
REGION1,DKBC,2035,0.4545,8.75
REGION1,DKBC,2036,0.5244,11.57
REGION1,DKBC,2037,0.9893,24.6
REGION1,DKBC,2038,1.0,27.75
REGION1,DKBC,2039,1.0,30.53
REGION1,DKBC,2040,1.0,33.4
REGION1,DKBC,2041,1.0,36.21
REGION1,DKBC,2042,1.0,39.01
REGION1,DKBC,2043,0.9319,39.01
REGION1,DKBC,2044,0.8728,39.01
REGION1,DKBC,2045,0.8208,39.01
REGION1,DKBC,2046,0.7746,39.01
REGION1,DKBC,2047,0.7334,39.01
REGION1,DKBC,2048,0.6963,39.01
REGION1,DKBC,2049,0.6628,39.01
REGION1,DKBC,2050,0.6324,39.01
REGION1,DKBC,2051,0.6046,39.01
REGION1,DKBC,2052,0.5792,39.01
REGION1,DKBC,2053,0.5558,39.01
REGION1,DKBC,2054,0.5342,39.01
REGION1,DKBC,2055,0.5143,39.01
REGION1,DKBC,2056,0.4958,39.01
REGION1,DKBC,2057,0.4786,39.01
REGION1,DKBC,2058,0.4625,39.01
REGION1,DKBC,2059,0.4475,39.01
REGION1,DKBC,2060,0.4334,39.01
REGION1,FIBC,2015,0.0,0.0
REGION1,FIBC,2016,0.0,0.0
REGION1,FIBC,2017,0.0,0.0
REGION1,FIBC,2018,0.0,0.0
REGION1,FIBC,2019,0.0,0.0
REGION1,FIBC,2020,0.0,0.0
REGION1,FIBC,2021,0.0,0.0
REGION1,FIBC,2022,0.0,0.0
REGION1,FIBC,2023,0.0,0.0
REGION1,FIBC,2024,0.0,0.0
REGION1,FIBC,2025,0.0,0.0
REGION1,FIBC,2026,0.0,0.0
REGION1,FIBC,2027,0.0,0.0
REGION1,FIBC,2028,0.0,0.0
REGION1,FIBC,2029,0.0,0.0
REGION1,FIBC,2030,0.0,0.0
REGION1,FIBC,2031,0.0,0.0
REGION1,FIBC,2032,0.0,0.0
REGION1,FIBC,2033,0.0,0.0
REGION1,FIBC,2034,0.0,0.0
REGION1,FIBC,2035,1.0,27.22
REGION1,FIBC,2036,1.0,27.82
REGION1,FIBC,2037,1.0,28.43
REGION1,FIBC,2038,1.0,29.03
REGION1,FIBC,2039,1.0,29.64
REGION1,FIBC,2040,1.0,30.24
REGION1,FIBC,2041,1.0,30.85
REGION1,FIBC,2042,1.0,31.45
REGION1,FIBC,2043,1.0,32.06
REGION1,FIBC,2044,0.9815,32.06
REGION1,FIBC,2045,0.9636,32.06
REGION1,FIBC,2046,0.9464,32.06
REGION1,FIBC,2047,0.9298,32.06
REGION1,FIBC,2048,0.9138,32.06
REGION1,FIBC,2049,0.8983,32.06
REGION1,FIBC,2050,0.8833,32.06
REGION1,FIBC,2051,0.8689,32.06
REGION1,FIBC,2052,0.8548,32.06
REGION1,FIBC,2053,0.8413,32.06
REGION1,FIBC,2054,0.8281,32.06
REGION1,FIBC,2055,0.8154,32.06
REGION1,FIBC,2056,0.803,32.06
REGION1,FIBC,2057,0.791,32.06
REGION1,FIBC,2058,0.7794,32.06
REGION1,FIBC,2059,0.7681,32.06
REGION1,FIBC,2060,0.7571,32.06
REGION1,NOBC,2015,0.0,0.0
REGION1,NOBC,2016,0.0,0.0
REGION1,NOBC,2017,0.0,0.0
REGION1,NOBC,2018,0.0,0.0
REGION1,NOBC,2019,0.0,0.0
REGION1,NOBC,2020,0.0,0.0
REGION1,NOBC,2021,0.0,0.0
REGION1,NOBC,2022,0.0,0.0
REGION1,NOBC,2023,0.0,0.0
REGION1,NOBC,2024,0.0,0.0
REGION1,NOBC,2025,0.0,0.0
REGION1,NOBC,2026,0.0,0.0
REGION1,NOBC,2027,0.0,0.0
REGION1,NOBC,2028,0.0,0.0
REGION1,NOBC,2029,0.0,0.0
REGION1,NOBC,2030,0.0,0.0
REGION1,NOBC,2031,0.0,0.0
REGION1,NOBC,2032,0.0,0.0
REGION1,NOBC,2033,0.0,0.0
REGION1,NOBC,2034,0.0,0.0
REGION1,NOBC,2035,0.0,0.0
REGION1,NOBC,2036,0.0,0.0
REGION1,NOBC,2037,0.0,0.0
REGION1,NOBC,2038,0.0,0.0
REGION1,NOBC,2039,0.0,0.0
REGION1,NOBC,2040,0.0,0.0
REGION1,NOBC,2041,0.0,0.0
REGION1,NOBC,2042,0.0,0.0
REGION1,NOBC,2043,0.0,0.0
REGION1,NOBC,2044,0.0,0.0
REGION1,NOBC,2045,0.0,0.0
REGION1,NOBC,2046,0.0,0.0
REGION1,NOBC,2047,0.0,0.0
REGION1,NOBC,2048,0.0,0.0
